Month (YYYY-MM),Total (Â£),Relevant URLs (space separated)
2013-04,226583228.21,https://www.london.gov.uk/file/2715 https://www.london.gov.uk/file/2721
2013-05,114908511.03,https://www.london.gov.uk/file/2721 https://www.london.gov.uk/file/2722
2013-06,23607505.66,https://www.london.gov.uk/file/2722 https://www.london.gov.uk/file/2723
2013-07,28791129.04,https://www.london.gov.uk/file/2723 https://www.london.gov.uk/file/2724
2013-08,33078646.86,https://www.london.gov.uk/file/2724 https://www.london.gov.uk/file/2726
2013-09,10220118.90,https://www.london.gov.uk/file/2726 https://www.london.gov.uk/file/2727
2013-10,56277649.99,https://www.london.gov.uk/file/2727 https://www.london.gov.uk/file/2728
2013-11,30915011.92,https://www.london.gov.uk/file/2728 https://www.london.gov.uk/file/2729
2013-12,77176540.92,https://www.london.gov.uk/file/2729 https://www.london.gov.uk/file/2731
2014-01,57983715.54,https://www.london.gov.uk/file/2731 https://www.london.gov.uk/file/2732
2014-02,130556538.94,https://www.london.gov.uk/file/2733
2014-03,225450280.14,https://www.london.gov.uk/file/2734
2014-04,71436255.83,https://www.london.gov.uk/file/2735 https://www.london.gov.uk/file/2736
2014-05,50435239.19,https://www.london.gov.uk/file/2736 https://www.london.gov.uk/file/2737
2014-06,43062488.11,https://www.london.gov.uk/file/2737 https://www.london.gov.uk/file/2738
2014-07,48886887.07,https://www.london.gov.uk/file/2738 https://www.london.gov.uk/file/2739
2014-08,33499423.07,https://www.london.gov.uk/file/2739 https://www.london.gov.uk/file/2740
2014-09,26281507.57,https://www.london.gov.uk/file/2740 https://www.london.gov.uk/file/2741
2014-10,47507006.92,https://www.london.gov.uk/file/2741 https://www.london.gov.uk/file/2742
2014-11,61703702.83,https://www.london.gov.uk/file/2742 https://www.london.gov.uk/file/2743
2014-12,61452131.81,https://www.london.gov.uk/file/2743 https://www.london.gov.uk/file/2744
2015-01,50847483.80,https://www.london.gov.uk/file/2744 https://www.london.gov.uk/file/2746
2015-02,88950453.69,https://www.london.gov.uk/file/2747
2015-03,260408392.58,https://www.london.gov.uk/file/2748
2015-04,123109862.84,https://www.london.gov.uk/file/2749
2015-05,9625055.06,https://www.london.gov.uk/file/2749 https://www.london.gov.uk/file/2750
2015-06,46586488.47,https://www.london.gov.uk/sites/default/files/mayors_250_report_-_2015-16_-_p03.csv
2015-07,87270151.37,https://www.london.gov.uk/file/317853/download?token=ocOJ7TLs
2015-08,157438684.14,https://www.london.gov.uk/file/317853/download?token=ocOJ7TLs https://www.london.gov.uk/file/317854/download?token=d5EN1rOc
2015-09,269572971.63,https://www.london.gov.uk/file/317854/download?token=d5EN1rOc https://www.london.gov.uk/file/317855/download?token=0w-CMq9x
2015-10,30039527.93,https://www.london.gov.uk/file/317855/download?token=0w-CMq9x https://www.london.gov.uk/sites/default/files/copy_of_mayors_250_report_-_2015-16_-_p08_-.csv
2015-11,6898076.42,https://www.london.gov.uk/sites/default/files/copy_of_mayors_250_report_-_2015-16_-_p08_-.csv
2015-12,231809233.77,https://www.london.gov.uk/sites/default/files/mayors_250_report_-_2015-16_-_p10_-_combined.csv
2016-01,133768090.03,https://www.london.gov.uk/sites/default/files/mayors_250_report_-_2015-16_-_p10_-_combined.csv https://www.london.gov.uk/sites/default/files/mayors_250_report_-_201617_-_p10.csv https://www.london.gov.uk/sites/default/files/mayors_report_2015-16_-_p11_-_combined.csv
2016-02,141764216.67,https://www.london.gov.uk/sites/default/files/mayors_report_2015-16_-_p11_-_combined.csv https://www.london.gov.uk/sites/default/files/mayors_report_2015-16_-_p12_-_combined.csv
2016-03,184586461.15,https://www.london.gov.uk/sites/default/files/mayors_250_report_-_2015-16_-_p13_-_combined-fn.csv https://www.london.gov.uk/sites/default/files/mayors_report_2015-16_-_p12_-_combined.csv
2016-04,64053459.21,https://www.london.gov.uk/sites/default/files/mayors_250_report_2016-17_p1_csv.csv
2016-05,11900839.03,https://www.london.gov.uk/sites/default/files/mayors_250_report_-_2016-17_-_p3_-_combined.csv https://www.london.gov.uk/sites/default/files/mayors_250_report_2016-17_period_2_csv_file.csv
2016-06,72920341.18,https://www.london.gov.uk/sites/default/files/mayors_250_report_-_2016-17_-_p3_-_combined.csv https://www.london.gov.uk/sites/default/files/mayors_250_report_-_2016-17_-_p4_-_combined.csv
2016-07,53104881.75,https://www.london.gov.uk/sites/default/files/mayors_250_report_-_2016-17_-_p4_-_combined.csv https://www.london.gov.uk/sites/default/files/mayors_250_report_-_2016-17_-_p5_-_combined.csv
2016-08,14397323.43,https://www.london.gov.uk/sites/default/files/mayors_250_report_-_2016-17_-_p5_-_combined.csv https://www.london.gov.uk/sites/default/files/mayors_250_report_-_period_6_21_aug_2016_-_17_sept_2016.csv
2016-09,73559476.07,https://www.london.gov.uk/sites/default/files/mayors_250_report_-_2016-17_-_p7_-_combined.csv https://www.london.gov.uk/sites/default/files/mayors_250_report_-_period_6_21_aug_2016_-_17_sept_2016.csv
2016-10,82425541.55,https://www.london.gov.uk/sites/default/files/mayors_250_report_-_2016-17_-_p7_-_combined.csv https://www.london.gov.uk/sites/default/files/mayors_250_report_-_2016-17_-_p8_-_combined.csv
2016-11,31859866.37,https://www.london.gov.uk/sites/default/files/mayors_250_report_-_2016-17_-_p8_-_combined.csv https://www.london.gov.uk/sites/default/files/mayors_250_report_-_2016-17_-_p9_-_combined.csv
2016-12,27162391.73,https://www.london.gov.uk/sites/default/files/mayors_250_report_-_2016-17_-_p9_-_combined.csv https://www.london.gov.uk/sites/default/files/mayors_250_report_-_201617_-_p10.csv
